date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,FL
2020-10-19,3838,148,335,6187,1634,1830,4082,11922,282,1494,862,2112,1990,253,238,3209,316,1255,1626,1230,4477,233,14604,5158,912,12705,227
2020-10-20,3929,154,356,6412,1681,1869,4394,12286,286,1529,897,2262,2090,265,240,3354,329,1312,1697,1272,4576,237,15045,5395,971,13080,249
2020-10-21,4184,174,391,6933,1744,1911,4668,12991,303,1622,983,2455,2281,282,249,3754,343,1385,1847,1409,4823,254,15734,5944,1026,13811,262
2020-10-22,4447,188,425,7500,1816,1992,4985,13531,314,1690,1071,2607,2461,296,262,4039,372,1480,1964,1542,4980,269,16348,6529,1098,14525,288
2020-10-23,4738,207,463,8053,1906,2073,5454,14481,329,1806,1142,2793,2665,316,269,4421,396,1577,2112,1689,5246,287,17221,7147,1162,15370,330
2020-10-26,5449,237,547,9740,2212,2269,6517,16451,362,2082,1440,3348,3102,352,320,5212,535,1850,2551,2034,5914,331,19628,9057,1353,17787,413
2020-10-27,5741,240,572,10272,2333,2345,7132,17216,377,2132,1542,3592,3238,371,344,5533,537,1959,2642,2092,6131,342,20545,9659,1422,18295,438
2020-10-28,6186,280,637,11095,2409,2438,7663,18211,399,2254,1597,3858,3426,387,370,6094,577,2100,2791,2323,6441,374,21720,10494,1496,19577,461
2020-10-29,6640,299,688,11819,2543,2525,8237,19750,431,2372,1693,4155,3791,404,377,6572,624,2261,2919,2516,6808,405,23067,11266,1559,20837,486
2020-10-30,7017,321,731,12610,2663,2625,8955,20947,453,2481,1830,4481,4171,425,413,7104,664,2401,3063,2705,7182,418,24375,12109,1629,21955,523
2020-11-02,8047,351,823,14643,3095,2885,10618,23702,510,2795,2217,5218,4820,493,447,8127,781,2794,3413,3139,8160,484,27640,14010,1795,24563,607
2020-11-03,8351,363,839,15112,3197,2953,11264,24489,534,2869,2323,5379,4968,507,460,8426,793,2920,3488,3221,8346,498,28764,14596,1846,25154,643
2020-11-04,8856,383,894,16083,3348,3059,11991,25751,566,2984,2520,5695,5221,535,500,9002,851,3097,3603,3451,8778,518,30139,15249,1919,26710,673
2020-11-05,9350,399,942,16909,3506,3157,12876,27149,599,3129,2706,6007,5719,576,522,9494,894,3280,3708,3641,9146,535,31665,15928,2014,27950,703
2020-11-06,9775,406,981,17733,3632,3258,13757,28446,614,3243,2775,6284,6066,601,539,9968,940,3468,3814,3839,9580,553,33160,16614,2084,29030,753
2020-11-09,10629,426,1037,19290,3867,3469,15198,30332,658,3458,3006,6789,7107,654,591,10826,1043,3811,3949,4194,10310,584,36130,17724,2228,31095,817
2020-11-10,10850,434,1081,19732,3985,3527,15759,31346,673,3524,3078,6964,7296,677,593,11084,1073,3917,3969,4261,10597,593,37295,18126,2265,31641,862
2020-11-11,11276,452,1129,20397,4105,3663,16340,32276,714,3690,3138,7207,7584,690,626,11672,1123,4097,4053,4454,11114,608,38533,18599,2323,32715,894
2020-11-12,11623,457,1161,21047,4282,3784,16895,33082,729,3775,3197,7451,7818,705,656,12037,1179,4241,4129,4611,11371,622,39648,18954,2378,33639,925
2020-11-13,11968,464,1185,21559,4410,3924,17357,33975,749,3867,3280,7656,8026,724,693,12417,1223,4395,4206,4750,11767,637,40705,19346,2461,34442,949
2020-11-16,12641,479,1238,22844,4706,4270,18118,35178,781,4049,3416,8113,8453,765,751,13045,1323,4656,4335,5018,12542,712,42709,20049,2595,36179,1009
2020-11-17,12882,484,1274,23177,4864,4372,18395,35696,787,4145,3444,8314,8565,776,760,13365,1342,4781,4385,5121,12746,739,43357,20280,2654,36782,1047
2020-11-18,13295,491,1319,23724,5037,4514,18685,36162,809,4255,3502,8572,8765,785,771,13849,1400,4931,4466,5273,13048,764,44064,20606,2719,37766,1076
2020-11-19,13629,495,1347,24143,5207,4617,18931,36569,821,4362,3529,8709,8927,793,801,14193,1469,5055,4526,5412,13281,769,44717,20857,2788,38613,1095
2020-11-20,14025,502,1375,24604,5333,4721,19162,36911,839,4472,3572,8905,9020,809,839,14559,1521,5196,4594,5552,13544,807,45356,21013,2835,39417,1118
2020-11-23,14801,512,1415,25695,5646,4968,19534,37530,859,4686,3662,9271,9245,842,886,15140,1599,5414,4731,5809,14199,835,46514,21445,2976,40957,1181
